Current i(seed) in script: 1
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.74
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.23

# Epoch 21 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 22 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.75
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.23

# Epoch 23 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.22

# Epoch 24 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.21

# Epoch 25 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.21

# Epoch 26 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 27 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 28 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.22

# Epoch 29 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 30 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 31 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 32 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 33 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 34 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 35 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.75
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.22

# Epoch 36 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.71
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.25

# Epoch 37 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 38 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 39 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 40 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 41 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 42 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.20

# Epoch 43 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.20

# Epoch 44 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 45 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 46 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 47 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 48 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 49 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.18

# Epoch 50 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

Time elapsed: 8499.12 seconds
Saved to: models/20210302-000552_brats20_3d_no_pretrained_3_lr_0.001_epochs_50
Current i(seed) in script: 4
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
[Val] Avg. edema: 0.00
[Val] Avg. tumor_core: 0.00
[Val] Avg. enhancing: 0.00
[Val] Avg. Loss: 0.87

# Epoch 1 #

[Train] Avg. edema: 0.59
[Train] Avg. tumor_core: 0.46
[Train] Avg. enhancing: 0.47
[Train] Avg. Loss: 0.74
[Val] Avg. edema: 0.80
[Val] Avg. tumor_core: 0.59
[Val] Avg. enhancing: 0.62
[Val] Avg. Loss: 0.64

# Epoch 2 #

[Train] Avg. edema: 0.77
[Train] Avg. tumor_core: 0.67
[Train] Avg. enhancing: 0.63
[Train] Avg. Loss: 0.48
[Val] Avg. edema: 0.79
[Val] Avg. tumor_core: 0.69
[Val] Avg. enhancing: 0.61
[Val] Avg. Loss: 0.40

# Epoch 3 #

[Train] Avg. edema: 0.80
[Train] Avg. tumor_core: 0.71
[Train] Avg. enhancing: 0.67
[Train] Avg. Loss: 0.33
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.26

# Epoch 4 #

[Train] Avg. edema: 0.84
[Train] Avg. tumor_core: 0.76
[Train] Avg. enhancing: 0.72
[Train] Avg. Loss: 0.27
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.24

# Epoch 5 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.76
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.24

# Epoch 6 #

[Train] Avg. edema: 0.84
[Train] Avg. tumor_core: 0.76
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 7 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.73
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.72
[Val] Avg. Loss: 0.23

# Epoch 8 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.76
[Train] Avg. enhancing: 0.75
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 9 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 10 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 11 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 12 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.20

# Epoch 13 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 14 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.18

# Epoch 15 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.84
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 16 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 17 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 18 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 19 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.85
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 20 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.18

# Epoch 21 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.18

# Epoch 22 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 23 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 24 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 25 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 26 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.84
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.17

# Epoch 27 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.21

# Epoch 28 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.84
[Val] Avg. Loss: 0.18

# Epoch 29 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 30 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 31 #

[Train] Avg. edema: 0.84
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.74
[Val] Avg. Loss: 0.23

# Epoch 32 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.18

# Epoch 33 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 34 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.17

# Epoch 35 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.20

# Epoch 36 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 37 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.85
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 38 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.18

# Epoch 39 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 40 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 41 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.17

# Epoch 42 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.87
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.18

# Epoch 43 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.84
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 44 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.87
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.16
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 45 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 46 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 47 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 48 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.16
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.17

# Epoch 49 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.17

# Epoch 50 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.18

Time elapsed: 8284.49 seconds
Saved to: models/20210302-023414_brats20_3d_pre_4_lr_0.001_epochs_50
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
[Val] Avg. edema: 0.00
[Val] Avg. tumor_core: 0.00
[Val] Avg. enhancing: 0.00
[Val] Avg. Loss: 0.86

# Epoch 1 #

[Train] Avg. edema: 0.50
[Train] Avg. tumor_core: 0.30
[Train] Avg. enhancing: 0.00
[Train] Avg. Loss: 0.75
[Val] Avg. edema: 0.59
[Val] Avg. tumor_core: 0.34
[Val] Avg. enhancing: 0.00
[Val] Avg. Loss: 0.69

# Epoch 2 #

[Train] Avg. edema: 0.64
[Train] Avg. tumor_core: 0.43
[Train] Avg. enhancing: 0.13
[Train] Avg. Loss: 0.61
[Val] Avg. edema: 0.78
[Val] Avg. tumor_core: 0.62
[Val] Avg. enhancing: 0.59
[Val] Avg. Loss: 0.52

# Epoch 3 #

[Train] Avg. edema: 0.77
[Train] Avg. tumor_core: 0.59
[Train] Avg. enhancing: 0.55
[Train] Avg. Loss: 0.46
[Val] Avg. edema: 0.81
[Val] Avg. tumor_core: 0.57
[Val] Avg. enhancing: 0.63
[Val] Avg. Loss: 0.43

# Epoch 4 #

[Train] Avg. edema: 0.76
[Train] Avg. tumor_core: 0.60
[Train] Avg. enhancing: 0.58
[Train] Avg. Loss: 0.39
[Val] Avg. edema: 0.79
[Val] Avg. tumor_core: 0.59
[Val] Avg. enhancing: 0.63
[Val] Avg. Loss: 0.40

# Epoch 5 #

[Train] Avg. edema: 0.78
[Train] Avg. tumor_core: 0.64
[Train] Avg. enhancing: 0.63
[Train] Avg. Loss: 0.34
[Val] Avg. edema: 0.78
[Val] Avg. tumor_core: 0.69
[Val] Avg. enhancing: 0.68
[Val] Avg. Loss: 0.33

# Epoch 6 #

[Train] Avg. edema: 0.78
[Train] Avg. tumor_core: 0.67
[Train] Avg. enhancing: 0.64
[Train] Avg. Loss: 0.33
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.71
[Val] Avg. enhancing: 0.72
[Val] Avg. Loss: 0.28

# Epoch 7 #

[Train] Avg. edema: 0.79
[Train] Avg. tumor_core: 0.69
[Train] Avg. enhancing: 0.67
[Train] Avg. Loss: 0.31
[Val] Avg. edema: 0.83
[Val] Avg. tumor_core: 0.68
[Val] Avg. enhancing: 0.71
[Val] Avg. Loss: 0.28

# Epoch 8 #

[Train] Avg. edema: 0.81
[Train] Avg. tumor_core: 0.68
[Train] Avg. enhancing: 0.69
[Train] Avg. Loss: 0.31
[Val] Avg. edema: 0.84
[Val] Avg. tumor_core: 0.72
[Val] Avg. enhancing: 0.69
[Val] Avg. Loss: 0.27

# Epoch 9 #

[Train] Avg. edema: 0.81
[Train] Avg. tumor_core: 0.69
[Train] Avg. enhancing: 0.68
[Train] Avg. Loss: 0.29
[Val] Avg. edema: 0.86
